BHK,TYPE,AREA,C_STATUS,SQ_FT,CITY,PRICE
3,Apartment,Thaltej,Ready to move,1908,Ahmedabad,6813
3,Apartment,Thaltej,Ready to move,1908,Ahmedabad,6813
2,Apartment,Memnagar,Ready to move,970,Ahmedabad,5979
2,Apartment,Bopal,Ready to move,1285,Ahmedabad,2800
3,Apartment,Bopal,Ready to move,1880,Ahmedabad,3457
4,Apartment,Satellite,Ready to move,3370,Ahmedabad,8011
3,Apartment,Satellite,Ready to move,1485,Ahmedabad,5185
3,Apartment,Makarba,Ready to move,2106,Ahmedabad,5223
3,Apartment,Jodhpur,Ready to move,1728,Ahmedabad,7523
3,Apartment,Prahlad Nagar,Ready to move,1750,Ahmedabad,6571
2,Apartment,Satellite,Ready to move,1188,Ahmedabad,5555
3,Apartment,Bodakdev,Ready to move,1800,Ahmedabad,4888
3,Apartment,Satellite,Ready to move,1685,Ahmedabad,5519
3,Apartment,Bodakdev,Ready to move,2304,Ahmedabad,7812
2,Apartment,Satellite,Ready to move,1143,Ahmedabad,4768
3,Apartment,Satellite,Ready to move,1620,Ahmedabad,5246
3,Apartment,Jodhpur Village,Ready to move,2430,Ahmedabad,6995
3,Apartment,Prahlad Nagar,Ready to move,2115,Ahmedabad,5673
3,Apartment,Paldi,Ready to move,1755,Ahmedabad,5982
3,Apartment,Prahlad Nagar,Ready to move,1350,Ahmedabad,4666
2,Apartment,Bopal,Ready to move,1273,Ahmedabad,3770
3,Apartment,Bopal,Ready to move,1435,Ahmedabad,4181
2,Apartment,Bopal,Ready to move,1170,Ahmedabad,3076
3,Apartment,Bopal,Under Construction,1435,Ahmedabad,2996
3,Apartment,Bopal,Under Construction,1435,Ahmedabad,2996
2,Apartment,Gota,Ready to move,1150,Ahmedabad,4173
1,Apartment,Thaltej,Ready to move,1170,Ahmedabad,5128
2,Apartment,Gota,Ready to move,1729,Ahmedabad,3817
2,Apartment,Satellite,Ready to move,1200,Ahmedabad,4459
5,Apartment,Bopal,Under Construction,4508,Ahmedabad,3904
4,Apartment,Bopal,Under Construction,3538,Ahmedabad,3900
1,Apartment,Rambaug,Ready to move,600,Ahmedabad,6666
3,Apartment,Bopal,Under Construction,1440,Ahmedabad,3500
2,Apartment,Sharnam County,Under Construction,1440,Ahmedabad,3000
1,Apartment,Sharnam County,Under Construction,1175,Ahmedabad,3000
1,Studio Apartment,Rambaug,Ready to move,400,Ahmedabad,7000
2,Independent House,Bopal,Ready to move,2475,Ahmedabad,4444
1,Apartment,Ranip,Under Construction,1069,Ahmedabad,2806
1,Apartment,Ranip,Under Construction,1069,Ahmedabad,2899
2,Apartment,Bodakdev,Ready to move,1200,Ahmedabad,4916
2,Apartment,Bopal,Ready to move,2214,Ahmedabad,5194
2,Apartment,Bopal,Ready to move,2285,Ahmedabad,5032
2,Apartment,Paldi,Ready to move,1872,Ahmedabad,5502
2,Apartment,Paldi,Ready to move,1872,Ahmedabad,5502
1,Apartment,Vejalpur,Under Construction,1049,Ahmedabad,3241
3,Apartment,Nirnay Nagar,Ready to move,1863,Ahmedabad,4722
2,Apartment,Motera,Ready to move,1260,Ahmedabad,3968
4,Apartment,Bopal,Under Construction,4735,Ahmedabad,4600
5,Apartment,Bopal,Under Construction,5470,Ahmedabad,4600
3,Apartment,Near Nirma University On SG Highway,Ready to move,2280,Ahmedabad,3859
2,Apartment,Chandkheda,Ready to move,1080,Ahmedabad,2870
1,Apartment,Chandkheda,Ready to move,1044,Ahmedabad,2394
4,Villa,Thaltej,Ready to move,2250,Ahmedabad,11111
2,Apartment,Chandkheda,Ready to move,1035,Ahmedabad,3188
2,Apartment,Chandkheda,Ready to move,1008,Ahmedabad,3472
2,Apartment,Chandkheda,Ready to move,1008,Ahmedabad,3521
2,Apartment,Chandkheda,Ready to move,1062,Ahmedabad,3201
3,Villa,Bopal,Ready to move,2000,Ahmedabad,6750
3,Apartment,Ambli,Ready to move,4475,Ahmedabad,6748
3,Apartment,Ambli,Ready to move,3938,Ahmedabad,6754
2,Apartment,Khodiyar,Ready to move,1580,Ahmedabad,4430
1,Apartment,Ranip,Under Construction,1232,Ahmedabad,3733
3,Apartment,Gota,Ready to move,1510,Ahmedabad,4966
2,Apartment,Gota,Ready to move,1210,Ahmedabad,3801
1,Apartment,Ranip,Under Construction,1069,Ahmedabad,2993
1,Apartment,Shela,Ready to move,1170,Ahmedabad,3451
1,Apartment,Bopal,Ready to move,1435,Ahmedabad,4181
5,Apartment,Bodakdev,Ready to move,4500,Ahmedabad,8888
4,Apartment,Prahlad Nagar,Ready to move,3511,Ahmedabad,9256
3,Apartment,Chandkheda,Under Construction,1980,Ahmedabad,3556
2,Apartment,Chandkheda,Under Construction,1314,Ahmedabad,3556
2,Apartment,Chandkheda,Under Construction,1431,Ahmedabad,3556
3,Apartment,Gota,Ready to move,2907,Ahmedabad,3777
3,Apartment,Bopal,Ready to move,1880,Ahmedabad,3563
3,Apartment,Ambli,Ready to move,3400,Ahmedabad,6250
5,Villa,Science City,Ready to move,3555,Ahmedabad,5766
2,Apartment,Satellite,Ready to move,1125,Ahmedabad,5333
2,Apartment,Ghuma,Ready to move,1125,Ahmedabad,3111
3,Apartment,Thaltej,Ready to move,1900,Ahmedabad,5000
3,Apartment,Satellite,Ready to move,2106,Ahmedabad,5223
3,Apartment,Prahlad Nagar,Ready to move,1700,Ahmedabad,7058
1,Apartment,Jodhpur,Ready to move,1143,Ahmedabad,5861
2,Apartment,Satellite,Ready to move,1485,Ahmedabad,6060
2,Apartment,Gota,Ready to move,1260,Ahmedabad,3730
3,Independent House,Bopal,Ready to move,1810,Ahmedabad,6629
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3220,Ahmedabad,6211
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3650,Ahmedabad,4602
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3220,Ahmedabad,4347
4,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3650,Ahmedabad,6027
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1080,Ahmedabad,4629
3,Apartment,Shela,Ready to move,1435,Ahmedabad,4181
2,Apartment,Bodakdev,Ready to move,1500,Ahmedabad,5666
4,Apartment,Ambli,Ready to move,3850,Ahmedabad,8500
4,Apartment,Jodhpur Village,Ready to move,3915,Ahmedabad,9578
2,Apartment,Ambavadi,Ready to move,1917,Ahmedabad,5500
2,Apartment,Jodhpur Village,Ready to move,1782,Ahmedabad,5611
4,Apartment,Prahlad Nagar,Ready to move,2750,Ahmedabad,8181
5,Independent House,Science City,Ready to move,4500,Ahmedabad,15555
3,Independent House,Sattadhar Cross Road,Ready to move,2700,Ahmedabad,11111
5,Apartment,Bopal,Ready to move,3725,Ahmedabad,4500
1,Apartment,Near Vaishno Devi Circle On SG Highway,Under Construction,1060,Ahmedabad,3574
2,Apartment,Near Nirma University On SG Highway,Ready to move,1325,Ahmedabad,4301
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,1850,Ahmedabad,4810
3,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,3650,Ahmedabad,5068
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2510,Ahmedabad,5179
3,Apartment,Bodakdev,Ready to move,4513,Ahmedabad,7755
3,Independent House,Prahlad Nagar,Ready to move,1215,Ahmedabad,10288
3,Apartment,Chanakyapuri,Ready to move,1485,Ahmedabad,3905
3,Apartment,Satellite,Ready to move,1800,Ahmedabad,4722
3,Apartment,Bopal,Ready to move,1576,Ahmedabad,3299
3,Apartment,Vastrapur,Ready to move,1620,Ahmedabad,6790
3,Apartment,Bodakdev,Ready to move,1400,Ahmedabad,6071
2,Apartment,Gota,Under Construction,1872,Ahmedabad,3722
2,Apartment,Chandkheda,Ready to move,1080,Ahmedabad,2500
1,Apartment,Chandkheda,Ready to move,1026,Ahmedabad,2729
3,Apartment,Ambavadi,Under Construction,2097,Ahmedabad,5500
2,Apartment,Chanakyapuri,Ready to move,1800,Ahmedabad,4722
4,Apartment,Sola,Ready to move,4800,Ahmedabad,5208
2,Apartment,Sola,Ready to move,2625,Ahmedabad,5714
2,Apartment,Gota,Ready to move,1180,Ahmedabad,3813
2,Apartment,Chharodi,Ready to move,1910,Ahmedabad,3560
2,Apartment,Gota,Ready to move,1980,Ahmedabad,3939
2,Apartment,Near Nirma University On SG Highway,Ready to move,1330,Ahmedabad,4135
2,Apartment,Gota,Ready to move,1720,Ahmedabad,4186
2,Apartment,Gota,Ready to move,1720,Ahmedabad,4186
3,Apartment,Shela,Ready to move,1880,Ahmedabad,3297
2,Apartment,Bopal,Ready to move,1170,Ahmedabad,3247
3,Apartment,Narolgam,Ready to move,1206,Ahmedabad,1533
2,Apartment,Gota,Ready to move,1250,Ahmedabad,3440
2,Apartment,Gota,Under Construction,2025,Ahmedabad,3611
2,Apartment,Gota,Under Construction,2070,Ahmedabad,3611
2,Apartment,Gota,Under Construction,2070,Ahmedabad,3611
2,Apartment,Gota,Under Construction,2106,Ahmedabad,3611
2,Apartment,Gota,Under Construction,2025,Ahmedabad,3611
3,Apartment,Gota,Under Construction,1935,Ahmedabad,3222
3,Apartment,Gota,Under Construction,1746,Ahmedabad,3222
4,Apartment,West End Park,Ready to move,2750,Ahmedabad,5418
3,Apartment,Bopal Road,Ready to move,1440,Ahmedabad,3819
3,Apartment,Satellite Road,Ready to move,1150,Ahmedabad,9130
2,Apartment,Bhat,Under Construction,2250,Ahmedabad,3311
2,Apartment,Chandkheda,Ready to move,1656,Ahmedabad,3321
3,Apartment,Chandkheda,Ready to move,2295,Ahmedabad,4052
2,Apartment,Chandkheda,Ready to move,2520,Ahmedabad,5555
3,Apartment,Chandkheda,Ready to move,2295,Ahmedabad,3921
3,Apartment,Chandkheda,Ready to move,1710,Ahmedabad,3567
2,Apartment,North Bopal Road,Ready to move,1425,Ahmedabad,4070
5,Independent House,West End Park,Ready to move,5850,Ahmedabad,5128
1,Apartment,Bopal,Ready to move,1185,Ahmedabad,4388
3,Apartment,Satellite,Ready to move,1800,Ahmedabad,6666
2,Apartment,Near Vaishno Devi Circle On SG Highway,Ready to move,2280,Ahmedabad,4605
4,Apartment,Bopal,Under Construction,4532,Ahmedabad,4192
3,Apartment,Naryanpura,Ready to move,2025,Ahmedabad,3456
3,Apartment,Bodakdev,Ready to move,1413,Ahmedabad,5307
3,Apartment,Vastrapur,Ready to move,2700,Ahmedabad,5740
3,Apartment,Bopal,Under Construction,1430,Ahmedabad,3356
3,Apartment,Bopal,Ready to move,1433,Ahmedabad,4535
3,Apartment,Bopal,Ready to move,1436,Ahmedabad,4526
3,Apartment,Bopal,Ready to move,1425,Ahmedabad,4912
3,Apartment,Ambli,Ready to move,2200,Ahmedabad,6600
4,Apartment,Paldi,Ready to move,2500,Ahmedabad,5800
5,Apartment,Bopal,Ready to move,3725,Ahmedabad,4500
5,Apartment,Bopal,Ready to move,5615,Ahmedabad,4300
4,Apartment,Bopal,Ready to move,4315,Ahmedabad,4500
4,Apartment,Bopal,Ready to move,4315,Ahmedabad,4500
5,Apartment,Bopal,Ready to move,5615,Ahmedabad,4800
5,Apartment,Bopal,Ready to move,5615,Ahmedabad,4500
5,Apartment,Bopal,Ready to move,5615,Ahmedabad,4200
3,Apartment,Bopal,Under Construction,1725,Ahmedabad,4695
4,Apartment,Ambli,Under Construction,5800,Ahmedabad,8620
1,Apartment,Chandkheda,Ready to move,1080,Ahmedabad,3425
1,Apartment,Ghatlodiya,Ready to move,980,Ahmedabad,4591
2,Apartment,Nirnay Nagar,Under Construction,1845,Ahmedabad,4065
2,Apartment,Bopal,Ready to move,1300,Ahmedabad,3923
2,Apartment,Gota,Ready to move,1245,Ahmedabad,3855
2,Apartment,Gota,Ready to move,1245,Ahmedabad,3855
2,Apartment,Gota,Ready to move,1800,Ahmedabad,3611
2,Apartment,Gota,Ready to move,1270,Ahmedabad,3425
2,Apartment,Thaltej,Ready to move,1125,Ahmedabad,3555
2,Apartment,Gota,Ready to move,1020,Ahmedabad,4411
2,Apartment,Gota,Under Construction,1830,Ahmedabad,3387
2,Apartment,Bopal,Ready to move,1730,Ahmedabad,4913
2,Apartment,Gota,Ready to move,1800,Ahmedabad,3611
2,Apartment,Bopal,Ready to move,1710,Ahmedabad,2339
2,Apartment,Gota,Ready to move,1845,Ahmedabad,4607
2,Apartment,Gota,Ready to move,1590,Ahmedabad,3899
1,Apartment,Satellite,Ready to move,1035,Ahmedabad,5507
1,Apartment,Sola Village,Ready to move,1236,Ahmedabad,2993
4,Independent House,Ayojan Nagar,Ready to move,1584,Ahmedabad,15782
2,Apartment,Paldi,Ready to move,1260,Ahmedabad,5317
2,Apartment,Bopal,Under Construction,1450,Ahmedabad,3103
4,Independent House,Thaltej,Ready to move,2700,Ahmedabad,11111
4,Independent House,Prahlad Nagar,Ready to move,3645,Ahmedabad,13717
2,Apartment,Bodakdev,Ready to move,2430,Ahmedabad,4115
3,Apartment,Bodakdev,Ready to move,1710,Ahmedabad,5380
3,Apartment,Satellite,Ready to move,2106,Ahmedabad,5223
3,Apartment,Bodakdev,Ready to move,1305,Ahmedabad,4980
4,Apartment,Bodakdev,Ready to move,1500,Ahmedabad,4333
3,Apartment,Jodhpur Village,Ready to move,1865,Ahmedabad,5790
3,Apartment,Makarba,Ready to move,1755,Ahmedabad,3988
3,Apartment,Ambli,Under Construction,1975,Ahmedabad,5670
2,Villa,Bopal,Ready to move,1305,Ahmedabad,6896
3,Apartment,Makarba,Ready to move,1450,Ahmedabad,5862
3,Apartment,Prahlad Nagar,Ready to move,2050,Ahmedabad,5609
3,Apartment,Ambli,Under Construction,1850,Ahmedabad,5675
3,Apartment,Vastrapur,Ready to move,1845,Ahmedabad,6937
3,Apartment,Prahlad Nagar,Ready to move,2050,Ahmedabad,5609
3,Apartment,Ambli,Under Construction,1850,Ahmedabad,5675
3,Apartment,Vastrapur,Ready to move,1845,Ahmedabad,6937
2,Apartment,Vastrapur,Ready to move,1260,Ahmedabad,7420
3,Apartment,Jodhpur Village,Ready to move,2610,Ahmedabad,7662
3,Apartment,Jodhpur Village,Ready to move,1800,Ahmedabad,5555
3,Independent House,Bopal,Ready to move,1900,Ahmedabad,4894
3,Apartment,Bopal,Ready to move,1330,Ahmedabad,3909
4,Apartment,Prahlad Nagar,Ready to move,3800,Ahmedabad,6789
3,Apartment,Jodhpur Village,Ready to move,1865,Ahmedabad,5790
3,Apartment,Makarba,Ready to move,1755,Ahmedabad,3988
3,Apartment,Ambli,Under Construction,1975,Ahmedabad,5670
2,Villa,Bopal,Ready to move,1305,Ahmedabad,6896
3,Apartment,Makarba,Ready to move,1450,Ahmedabad,5862
4,Apartment,Vastrapur,Under Construction,4000,Ahmedabad,7500
3,Apartment,Ambli,Ready to move,2838,Ahmedabad,6518
4,Apartment,Bopal,Ready to move,2610,Ahmedabad,4214
4,Apartment,Ambli,Under Construction,2500,Ahmedabad,4400
3,Apartment,Ambli,Under Construction,1850,Ahmedabad,4378
2,Apartment,Bopal,Ready to move,1440,Ahmedabad,3958
3,Apartment,Bopal,Under Construction,1435,Ahmedabad,3066
3,Apartment,Satellite,Ready to move,1400,Ahmedabad,5571
3,Apartment,Shela,Ready to move,1500,Ahmedabad,3833
3,Apartment,Shela,Ready to move,1504,Ahmedabad,2955
2,Apartment,Shela,Ready to move,1050,Ahmedabad,2600
2,Apartment,Ghuma,Ready to move,1280,Ahmedabad,3906
2,Apartment,Makarba,Ready to move,1100,Ahmedabad,4945
3,Apartment,South Bopal,Ready to move,1985,Ahmedabad,3324
2,Apartment,Ghuma,Ready to move,848,Ahmedabad,4422
2,Apartment,South Bopal,Ready to move,960,Ahmedabad,3854
3,Apartment,Shela,Ready to move,1250,Ahmedabad,3040
2,Apartment,South Bopal,Ready to move,1285,Ahmedabad,2996
3,Apartment,South Bopal,Ready to move,1985,Ahmedabad,4282
3,Apartment,South Bopal,Ready to move,1725,Ahmedabad,4347
3,Apartment,South Bopal,Ready to move,1430,Ahmedabad,4090
2,Apartment,Shela,Ready to move,1075,Ahmedabad,4279
2,Apartment,South Bopal,Ready to move,1185,Ahmedabad,3037
2,Apartment,South Bopal,Ready to move,860,Ahmedabad,5930
3,Independent House,Shela,Ready to move,1350,Ahmedabad,6296
2,Apartment,Ghuma,Ready to move,936,Ahmedabad,4380
2,Apartment,Bopal,Ready to move,1080,Ahmedabad,3981
3,Apartment,Shela,Ready to move,1200,Ahmedabad,4708
3,Apartment,Ghuma,Ready to move,1150,Ahmedabad,5086
2,Apartment,South Bopal,Ready to move,960,Ahmedabad,3854
3,Apartment,Shela,Ready to move,1250,Ahmedabad,3040
2,Apartment,South Bopal,Ready to move,1285,Ahmedabad,2996
3,Apartment,South Bopal,Ready to move,1985,Ahmedabad,4282
3,Apartment,South Bopal,Ready to move,1725,Ahmedabad,4347
3,Apartment,South Bopal,Ready to move,1430,Ahmedabad,4090
2,Apartment,Shela,Ready to move,1075,Ahmedabad,4279
2,Apartment,South Bopal,Ready to move,1185,Ahmedabad,3037
2,Apartment,South Bopal,Ready to move,860,Ahmedabad,5930
3,Independent House,Shela,Ready to move,1350,Ahmedabad,6296
2,Apartment,Ghuma,Ready to move,936,Ahmedabad,4380
5,Apartment,Bopal,Ready to move,3725,Ahmedabad,4500
4,Apartment,Bopal,Ready to move,2610,Ahmedabad,4200
4,Apartment,Bopal,Ready to move,4315,Ahmedabad,4800
4,Apartment,Bopal,Ready to move,4315,Ahmedabad,4600
1,Apartment,Chandkheda,Ready to move,1242,Ahmedabad,3623
3,Apartment,Motera,Ready to move,1800,Ahmedabad,3611
3,Apartment,Bopal,Ready to move,890,Ahmedabad,4724
2,Apartment,Bopal,Ready to move,720,Ahmedabad,4833
2,Apartment,Bopal,Ready to move,1200,Ahmedabad,3000
2,Apartment,Shela,Ready to move,1140,Ahmedabad,3421
3,Apartment,Bopal,Ready to move,1200,Ahmedabad,4999
3,Apartment,Bopal,Ready to move,1128,Ahmedabad,5319
3,Apartment,Thaltej,Ready to move,1020,Ahmedabad,8210
3,Apartment,Shela,Ready to move,1435,Ahmedabad,3625
3,Apartment,South Bopal,Ready to move,1985,Ahmedabad,3198
3,Apartment,South Bopal,Ready to move,1725,Ahmedabad,3199
3,Apartment,South Bopal,Ready to move,1430,Ahmedabad,2849
3,Apartment,Ghuma,Ready to move,750,Ahmedabad,5973
2,Apartment,Ghuma,Ready to move,620,Ahmedabad,6048
3,Apartment,South Bopal,Ready to move,1880,Ahmedabad,3244
2,Apartment,Makarba,Ready to move,590,Ahmedabad,5423
4,Independent House,Shela Road,Ready to move,3275,Ahmedabad,6839
2,Independent House,Chandkheda,Ready to move,1546,Ahmedabad,4075
1,Independent House,Chandkheda,Ready to move,1654,Ahmedabad,3204
3,Apartment,Thaltej,Ready to move,2205,Ahmedabad,7256
2,Apartment,Ghatlodia Road,Ready to move,900,Ahmedabad,4222
1,Apartment,Bopal,Ready to move,1160,Ahmedabad,4137
3,Apartment,Satellite,Ready to move,1530,Ahmedabad,12810
3,Apartment,Bodakdev,Ready to move,1305,Ahmedabad,6513
1,Apartment,Near Nirma University On SG Highway,Ready to move,1350,Ahmedabad,3333
1,Apartment,Near Nirma University On SG Highway,Ready to move,1170,Ahmedabad,3846
1,Apartment,Near Nirma University On SG Highway,Ready to move,1170,Ahmedabad,3675
2,Apartment,Near Nirma University On SG Highway,Ready to move,1530,Ahmedabad,4248
2,Apartment,Near Nirma University On SG Highway,Ready to move,1629,Ahmedabad,4051
2,Apartment,Bopal,Ready to move,1185,Ahmedabad,3544
2,Independent House,Jodhpur,Ready to move,1215,Ahmedabad,13168
3,Apartment,Bopal,Ready to move,1385,Ahmedabad,3200
2,Apartment,Shela,Under Construction,1050,Ahmedabad,3047
3,Apartment,Satellite,Ready to move,2088,Ahmedabad,7662
3,Apartment,Shela,Under Construction,1250,Ahmedabad,3052
3,Apartment,Shela,Under Construction,1725,Ahmedabad,4695
2,Apartment,Gota,Ready to move,1210,Ahmedabad,3801
4,Independent House,Bodakdev,Ready to move,3870,Ahmedabad,14211
3,Independent House,Satellite,Ready to move,3150,Ahmedabad,9523
3,Independent House,Satellite,Ready to move,2520,Ahmedabad,10317
3,Independent House,Bodakdev,Ready to move,1494,Ahmedabad,25100
3,Apartment,Shela,Under Construction,1500,Ahmedabad,3100
3,Apartment,Thaltej,Ready to move,1745,Ahmedabad,6934
2,Apartment,Paldi,Ready to move,1575,Ahmedabad,5968
2,Apartment,Paldi,Ready to move,1485,Ahmedabad,7407
3,Villa,Bopal,Ready to move,1620,Ahmedabad,8333
4,Villa,Bopal,Ready to move,1935,Ahmedabad,6718
3,Apartment,Bopal,Ready to move,1575,Ahmedabad,3301
3,Apartment,Bopal,Ready to move,1746,Ahmedabad,4295
3,Apartment,Bopal,Ready to move,1863,Ahmedabad,3757
4,Apartment,Shela,Ready to move,2300,Ahmedabad,5652
3,Apartment,Ghuma,Ready to move,1413,Ahmedabad,3680
2,Apartment,Chandkheda,Ready to move,1040,Ahmedabad,3028
3,Villa,Bopal,Ready to move,1800,Ahmedabad,5000
4,Villa,Sanathal,Ready to move,3060,Ahmedabad,5392
4,Villa,Sanathal,Ready to move,3060,Ahmedabad,5392
2,Apartment,Gota,Under Construction,2115,Ahmedabad,3900
2,Apartment,Bopal,Ready to move,1170,Ahmedabad,2905
2,Apartment,Makarba,Ready to move,1119,Ahmedabad,4915
2,Apartment,Bopal,Ready to move,1170,Ahmedabad,3418
2,Apartment,Bopal,Ready to move,1200,Ahmedabad,3000
1,Apartment,Memnagar,Ready to move,1150,Ahmedabad,5826
3,Villa,Bopal,Ready to move,2250,Ahmedabad,5777
3,Apartment,Chandkheda,Ready to move,2250,Ahmedabad,3777
2,Apartment,Satellite,Ready to move,1602,Ahmedabad,5805
3,Apartment,Vastrapur,Ready to move,1575,Ahmedabad,5396
4,Apartment,Bodakdev,Ready to move,3295,Ahmedabad,7587
4,Independent House,Bopal,Ready to move,2466,Ahmedabad,6082
3,Apartment,Ambli,Ready to move,1850,Ahmedabad,4162
3,Apartment,Jodhpur Village,Ready to move,2400,Ahmedabad,6666
3,Apartment,Shela,Under Construction,2040,Ahmedabad,3200
2,Apartment,Jodhpur Village,Ready to move,1710,Ahmedabad,7485
3,Apartment,Jodhpur Village,Ready to move,2475,Ahmedabad,4848
3,Apartment,Jodhpur Village,Ready to move,2115,Ahmedabad,6855
3,Apartment,Jodhpur Village,Ready to move,1675,Ahmedabad,7164
4,Independent House,Bodakdev,Ready to move,2700,Ahmedabad,9814
3,Apartment,Bopal,Ready to move,1880,Ahmedabad,3271
2,Apartment,Bopal,Ready to move,1285,Ahmedabad,3268
3,Apartment,Bopal,Ready to move,1880,Ahmedabad,3297
2,Apartment,Bopal,Ready to move,1285,Ahmedabad,3618
2,Apartment,Bopal,Under Construction,1315,Ahmedabad,3041
3,Apartment,South Bopal,Ready to move,1385,Ahmedabad,4332
2,Apartment,Shela,Ready to move,1170,Ahmedabad,4017
5,Apartment,Gulbai Tekra,Ready to move,6435,Ahmedabad,8547
4,Apartment,Memnagar,Ready to move,4212,Ahmedabad,10683
2,Apartment,Ghuma,Ready to move,1200,Ahmedabad,3750
2,Apartment,Shela,Ready to move,1258,Ahmedabad,3577
3,Apartment,Bopal,Ready to move,1375,Ahmedabad,4145
3,Apartment,Satellite,Ready to move,1350,Ahmedabad,6666
4,Villa,Thaltej,Ready to move,4050,Ahmedabad,8222
4,Apartment,Satellite,Ready to move,2750,Ahmedabad,6727
4,Villa,Bopal,Ready to move,1405,Ahmedabad,7473
3,Apartment,Satellite,Ready to move,1989,Ahmedabad,6083
